0	0.329356
1	0.291594
2	0.361702
3	0.316514
4	0.401662
5	0.279831
6	0.283703
7	0.419753
8	0.348624
9	0.346830
10	0.308292
11	0.228606
12	0.337490
13	0.233976
14	0.311526
15	0.240258
16	0.367742
17	0.298065
18	0.476190
19	0.444502
20	0.402556
21	0.363506
22	0.383333
23	0.274301
24	0.394081
25	0.337478
26	0.452736
27	0.363636
28	0.324074
29	0.441748
30	0.360759
31	0.399240
32	0.240646
33	0.398844
34	0.301724
35	0.612613
36	0.415674
37	0.440341
38	0.500000
39	0.355805
40	0.417073
41	0.313175
42	0.335885
43	0.448680
44	0.307692
45	0.441486
46	0.370159
47	0.414847
48	0.379731
49	0.364486
50	0.327195
51	0.380524
52	0.334750
53	0.403397
54	0.280660
55	0.342857
56	0.463415
57	0.445087
58	0.423913
59	0.383099
60	0.426616
61	0.381219
62	0.371025
63	0.459459
64	0.331492
65	0.377778
66	0.402439
67	0.572917
68	0.435685
69	0.412574
70	0.320826
71	0.525000
72	0.700000
73	0.700000
74	0.294944
75	0.446602
76	0.567568
77	0.394850
78	0.389222
79	1.000000
80	0.331586
81	0.493151
82	0.428571
83	0.267528
84	0.466667
85	0.399606
86	0.349254
87	0.342020
88	0.344203
89	0.591398
90	0.364611
91	0.462451
92	0.652174
93	0.378176
94	0.411869
95	0.500000
96	0.410448
97	0.437401
98	0.486631
99	0.270192
100	0.417178
101	0.409938
102	0.421053
103	0.440000
104	0.540984
105	0.390071
106	0.424028
107	0.373488
108	0.395349
109	0.267951
110	0.481481
111	0.419580
112	0.489130
113	0.377698
114	0.445765
115	0.417722
116	0.382421
117	0.373171
118	0.322642
119	0.475113
120	0.345178
121	0.387097
122	0.431373
123	0.523256
124	0.324624
125	0.470085
126	0.441176
127	0.484043
128	0.429621
129	0.364286
130	0.447071
131	0.625000
132	0.336634
133	0.358696
134	0.528302
135	0.481651
136	0.468750
137	0.329011
138	0.523256
139	0.469072
140	0.490385
141	0.483871
142	0.515625
143	0.605505
144	0.522388
145	0.314714
146	0.382353
147	0.402655
148	0.321146
149	0.346154
150	0.423853
151	0.324153
152	0.502762
153	0.518868
154	0.308409
155	0.430108
156	0.509709
157	1.000000
158	0.458333
159	0.402062
160	0.636364
161	0.333333
162	0.292994
163	0.402985
164	0.334018
165	0.468750
166	0.311111
167	0.380435
168	0.514286
169	0.479624
170	0.523256
171	0.666667
172	0.507692
173	0.210070
174	0.470085
175	0.277387
176	0.518519
177	0.369565
178	0.514124
179	0.394286
180	0.529412
181	0.471074
182	0.384161
183	0.439024
184	0.591398
185	0.545455
186	0.357143
187	0.337490
188	0.464789
189	0.372208
190	0.532258
191	0.610169
192	0.539062
193	0.624000
194	0.555556
195	0.569620
196	0.458333
197	0.349931
198	0.433333
199	0.276366
200	0.271985
201	0.450495
202	0.331010
203	0.362288
204	0.509091
205	0.382550
206	0.515625
207	0.473186
208	0.595745
209	0.465116
210	0.514286
211	0.500000
212	0.486726
213	0.321513
214	0.419355
215	0.535294
216	0.489130
217	0.508021
218	0.314336
219	0.474138
220	0.471503
221	0.430939
222	0.421053
223	0.591398
224	0.427230
225	0.337748
226	0.445714
227	0.417112
228	0.521739
229	0.523810
230	0.440129
231	0.600000
232	0.478873
233	1.000000
234	0.540984
235	0.488372
236	0.535294
237	0.286750
238	0.600000
239	0.413793
240	0.422535
241	0.561224
242	0.451389
243	0.390879
244	0.381546
245	0.799308
246	0.432692
247	0.652174
248	0.374260
249	0.622222
250	0.537931
251	0.317460
252	0.528846
253	0.592105
254	0.429688
255	0.485714
256	0.315615
257	0.506494
258	0.400844
259	0.446809
260	0.500000
261	0.425532
262	0.491228
263	0.458333
264	0.458515
265	0.583333
266	0.461538
267	0.419753
